BookingID,Quantity,Sales,Cost,MenuID,Sides,Drink,Dessert,Starter,Main,Cuisine,OrderID,TableNumber,BookingDate,CustomerID,CustomerName,CustomerPhone,CustomerEmail,CustomerCountry,
4460,3,480,320,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4460,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4461,3,139.7,93.13,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4461,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4462,3,112.5,75,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4462,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4463,3,216.14,144.09,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4463,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4464,3,187.5,125,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4464,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4465,3,252.41,168.27,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4465,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4466,3,104.07,69.38,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4466,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4467,3,285,190,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4467,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4468,3,78.12,52.08,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4468,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4469,3,465,310,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4469,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4470,3,137.76,91.84,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4470,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4471,3,480,320,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4471,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4472,3,139.7,93.13,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4472,19,4/14/2020,IXX-JZE-684,Cleon Moreton,966-494-2362,Cleton123@email.com,USA,
4473,3,112.5,75,M35,Tapas,Athens White wine,Greek yoghurt,Olives,Greek salad,Italian,Order_M35_BID_4473,19,4/14/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4474,3,315,210,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4474,20,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4475,2,112.5,75,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4475,1,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4476,3,125.99,83.99,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4476,8,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4477,3,66.86,44.57,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4477,20,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4478,2,216.14,144.09,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4478,1,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4479,3,337.5,225,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4479,8,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4480,3,330,220,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4480,20,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4481,2,187.5,125,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4481,1,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4482,3,199.76,133.17,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4482,8,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4483,3,152.4,101.6,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4483,20,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4484,2,252.41,168.27,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4484,1,4/18/2020,TBV-PIC-982,Clive Crammy,405-370-7118,Climmy123@email.com,USA,
4485,3,315,210,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4485,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4486,3,352.5,235,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4486,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4487,2,104.07,69.38,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4487,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4488,3,66.86,44.57,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4488,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4489,3,186.93,124.62,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4489,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4490,2,285,190,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4490,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4491,3,330,220,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4491,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4492,3,179.7,119.8,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4492,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4493,2,78.12,52.08,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4493,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4494,3,152.4,101.6,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4494,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4495,3,147,98,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4495,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4496,2,465,310,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4496,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4497,3,352.5,235,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4497,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4498,3,125.99,83.99,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4498,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4499,2,137.76,91.84,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4499,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4500,3,186.93,124.62,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4500,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4501,3,337.5,225,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4501,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4502,2,480,320,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4502,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4503,3,179.7,119.8,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4503,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4504,3,199.76,133.17,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4504,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4505,2,139.7,93.13,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4505,1,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4506,3,147,98,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4506,8,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4507,3,315,210,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4507,20,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4508,2,112.5,75,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4508,1,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4509,3,125.99,83.99,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4509,8,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4510,3,66.86,44.57,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4510,20,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4511,2,216.14,144.09,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4511,1,4/18/2020,ARL-MSW-167,Colver McChesney,516-526-5156,Colney123@email.com,USA,
4512,3,337.5,225,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4512,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4513,3,330,220,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4513,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4514,2,187.5,125,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4514,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4515,3,199.76,133.17,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4515,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4516,3,152.4,101.6,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4516,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4517,2,252.41,168.27,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4517,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4518,3,315,210,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4518,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4519,3,352.5,235,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4519,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4520,2,104.07,69.38,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4520,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4521,3,66.86,44.57,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4521,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4522,3,186.93,124.62,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4522,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4523,2,285,190,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4523,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4524,3,330,220,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4524,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4525,3,179.7,119.8,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4525,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4526,2,78.12,52.08,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4526,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4527,3,152.4,101.6,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4527,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4528,3,147,98,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4528,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4529,2,465,310,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4529,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4530,3,352.5,235,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4530,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4531,3,125.99,83.99,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4531,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4532,2,137.76,91.84,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4532,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4533,3,186.93,124.62,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4533,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4534,3,337.5,225,M68,Fries,Turkish Coffee,Baklava,Flatbread,Shwarma,Turkish,Order_M68_BID_4534,20,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4535,2,480,320,M7,Meatballs,Ankara White Wine,Turkish yoghurt,Falafel,Kabasa,Greek,Order_M7_BID_4535,1,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4536,3,179.7,119.8,M69,Fries,Turkish Coffee,Baklava,Hummus,Shwarma,Turkish,Order_M69_BID_4536,8,4/18/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4537,1,199.76,133.17,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4537,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4538,1,315,210,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4538,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4539,1,66.86,44.57,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4539,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4540,1,330,220,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4540,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4541,1,152.4,101.6,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4541,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4542,1,352.5,235,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4542,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4543,1,186.93,124.62,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4543,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4544,1,179.7,119.8,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4544,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4545,1,147,98,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4545,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4546,1,125.99,83.99,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4546,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4547,1,337.5,225,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4547,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4548,1,199.76,133.17,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4548,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4549,1,315,210,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4549,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4550,1,66.86,44.57,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4550,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4551,1,330,220,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4551,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4552,1,152.4,101.6,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4552,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4553,1,352.5,235,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4553,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4554,1,186.93,124.62,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4554,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4555,1,179.7,119.8,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4555,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4556,1,147,98,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4556,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4557,1,125.99,83.99,M25,Focaccia,Roma Red wine,Affogato,Falafel,Carbonara,Italian,Order_M25_BID_4557,14,4/20/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4558,2,465,310,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4558,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4559,3,465,310,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4559,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4560,2,137.76,91.84,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4560,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4561,3,137.76,91.84,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4561,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4562,2,480,320,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4562,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4563,3,480,320,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4563,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4564,2,139.7,93.13,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4564,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4565,3,139.7,93.13,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4565,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4566,2,112.5,75,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4566,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4567,3,112.5,75,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4567,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4568,2,216.14,144.09,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4568,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4569,3,216.14,144.09,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4569,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4570,2,187.5,125,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4570,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4571,3,187.5,125,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4571,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4572,2,252.41,168.27,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4572,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4573,3,252.41,168.27,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4573,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4574,2,104.07,69.38,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4574,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4575,3,104.07,69.38,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4575,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4576,2,285,190,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4576,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4577,3,285,190,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4577,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4578,2,78.12,52.08,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4578,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4579,3,78.12,52.08,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4579,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4580,2,465,310,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4580,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4581,3,465,310,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4581,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4582,2,137.76,91.84,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4582,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4583,3,137.76,91.84,M31,Tapas,Athens White wine,Greek yoghurt,Falafel,Greek salad,Italian,Order_M31_BID_4583,19,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
4584,2,480,320,M32,Tapas,Athens White wine,Greek yoghurt,Flatbread,Greek salad,Italian,Order_M32_BID_4584,3,4/22/2020,FCD-LLK-057,Codee Pindar,830-269-4270,Coddar123@email.com,USA,
